0,1,2,3,4
BusStop_No,BusStop_Name,Bus_No,Predict_Arrive,Current_Time
09727,운촌,40,1분,2020/06/05 17:00:50
09723,동백역,40,2분,2020/06/05 17:00:51
09721,부산문화여고,40,3분,2020/06/05 17:00:53
09719,올림픽교차로,40,5분,2020/06/05 17:00:55
09717,벡스코 시립미술관,40,6분,2020/06/05 17:00:57
09259,센텀시티역 벡스코,40,7분,2020/06/05 17:00:58
09138,신세계센텀시티,40,8분,2020/06/05 17:01:00
14030,수영현대아파트(민락역),40,1분,2020/06/05 17:01:02
14046,수영교차로(수영역),40,3분,2020/06/05 17:01:04
14056,수영구보건소,40,5분,2020/06/05 17:01:05
14059,광안역,40,7분,2020/06/05 17:01:07
14071,수영중학교,40,9분,2020/06/05 17:01:09
14074,금련산역,40,10분,2020/06/05 17:01:10
14080,금련산청소년수련원,40,,2020/06/05 17:01:12
14087,대남교차로(남천역),40,3분,2020/06/05 17:01:14
07006,경성대 부경대역,40,4분,2020/06/05 17:01:15
07013,경성대학교,40,6분,2020/06/05 17:01:17
07016,대연동제일은행,40,7분,2020/06/05 17:01:19
07063,못골시장,40,1분,2020/06/05 17:01:20
07165,남구청(못골역),40,2분,2020/06/05 17:01:22
07058,대연고개,40,3분,2020/06/05 17:01:24
07053,지게골역,40,4분,2020/06/05 17:01:25
07047,문현교차로,40,6분,2020/06/05 17:01:27
03143,자성대,40,1분,2020/06/05 17:01:29
03134,부산진시장,40,2분,2020/06/05 17:01:30
03108,부산진역,40,6분,2020/06/05 17:01:32
03097,YMCA,40,7분,2020/06/05 17:01:34
03089,초량역,40,8분,2020/06/05 17:01:35
03058,부산역,40,1분,2020/06/05 17:01:37
01033,영주동,40,3분,2020/06/05 17:01:39
01042,중앙동(중앙역),40,5분,2020/06/05 17:01:41
01047,제일은행앞,40,6분,2020/06/05 17:01:42
01097,국제시장,40,7분,2020/06/05 17:01:44
01112,보수동책방골목,40,9분,2020/06/05 17:01:46
01090,보수사거리,40,10분,2020/06/05 17:01:47
02061,영락교회,40,,2020/06/05 17:01:49
02058,동아대부민캠퍼스,40,2분,2020/06/05 17:01:51
02053,서부교회,40,2분,2020/06/05 17:01:52
02062,영락교회,40,8분,2020/06/05 17:01:54
01091,보수사거리,40,10분,2020/06/05 17:01:56
01111,보수동책방골목,40,11분,2020/06/05 17:01:58
01093,국제시장,40,11분,2020/06/05 17:02:00
01096,국제시장.부산근대역사관,40,12분,2020/06/05 17:02:01
01041,중앙동(중앙역),40,1분,2020/06/05 17:02:03
01032,영주동,40,1분,2020/06/05 17:02:05
03063,부산역,40,4분,2020/06/05 17:02:07
03092,초량역,40,7분,2020/06/05 17:02:08
03096,YMCA,40,7분,2020/06/05 17:02:10
03122,부산진역,40,9분,2020/06/05 17:02:12
03132,부산진시장,40,,2020/06/05 17:02:13
03148,범일역,40,1분,2020/06/05 17:02:15
03149,자유시장,40,2분,2020/06/05 17:02:17
03144,시민회관,40,3분,2020/06/05 17:02:18
07051,문현교차로,40,7분,2020/06/05 17:02:20
07052,지게골역,40,,2020/06/05 17:02:22
07231,대연고개,40,2분,2020/06/05 17:02:23
07164,남구청(못골역),40,2분,2020/06/05 17:02:25
07061,못골시장,40,4분,2020/06/05 17:02:27
07015,대연동제일은행,40,6분,2020/06/05 17:02:28
07014,경성대학교,40,7분,2020/06/05 17:02:30
07007,경성대 부경대역,40,8분,2020/06/05 17:02:32
14083,남천역,40,11분,2020/06/05 17:02:33
14082,금련산청소년수련원,40,2분,2020/06/05 17:02:35
14072,광안2동우편취급국,40,3분,2020/06/05 17:02:37
14070,수영중학교,40,4분,2020/06/05 17:02:39
14061,광안역,40,6분,2020/06/05 17:02:40
14053,수영역,40,7분,2020/06/05 17:02:42
14094,수영교차로(수영역),40,9분,2020/06/05 17:02:44
14031,수영현대아파트(민락역),40,12분,2020/06/05 17:02:45
09137,신세계센텀시티,40,,2020/06/05 17:02:47
09136,센텀시티역 벡스코,40,2분,2020/06/05 17:02:49
09718,올림픽교차로 환승센터,40,8분,2020/06/05 17:02:50
09720,올림픽교차로,40,10분,2020/06/05 17:02:52
09722,부산문화여고,40,,2020/06/05 17:02:54
09724,동백역,40,1분,2020/06/05 17:02:56
09728,운촌,40,2분,2020/06/05 17:02:57
09101,신동아아파트,40,5분,2020/06/05 17:02:59
09098,우1치안센터,40,6분,2020/06/05 17:03:00
09095,해운대관광고등학교,40,6분,2020/06/05 17:03:02
09092,우일시장,40,8분,2020/06/05 17:03:04
09253,해운대구청어귀삼거리,40,10분,2020/06/05 17:03:05
09091,건널목삼거리,40,11분,2020/06/05 17:03:07
09078,해운대고교,40,12분,2020/06/05 17:03:09
09067,부대앞,40,,2020/06/05 17:03:10
09069,양운초등학교,40,2분,2020/06/05 17:03:12
09064,대림3차아파트,40,2분,2020/06/05 17:03:13
09055,대림1차아파트,40,3분,2020/06/05 17:03:15
09052,대동상가,40,4분,2020/06/05 17:03:17
09048,동부아파트,40,5분,2020/06/05 17:03:18
09045,동신아파트,40,5분,2020/06/05 17:03:20
09043,부흥고 해운대백병원,40,1분,2020/06/05 17:03:22
09258,대우2차아파트,40,2분,2020/06/05 17:03:23
09011,송정1단지주공,40,5분,2020/06/05 17:03:25
09049,송정해수욕장입구,40,6분,2020/06/05 17:03:27
09007,동해선 송정역,40,8분,2020/06/05 17:03:28
09727,운촌,40,8분,2020/06/05 17:03:30
09723,동백역,40,,2020/06/05 17:03:32
09721,부산문화여고,40,1분,2020/06/05 17:03:33
09719,올림픽교차로,40,3분,2020/06/05 17:03:35
09717,벡스코 시립미술관,40,4분,2020/06/05 17:03:36
09259,센텀시티역 벡스코,40,5분,2020/06/05 17:03:38
09138,신세계센텀시티,40,6분,2020/06/05 17:03:39
14030,수영현대아파트(민락역),40,9분,2020/06/05 17:03:41
14046,수영교차로(수영역),40,1분,2020/06/05 17:03:43
14056,수영구보건소,40,4분,2020/06/05 17:03:44
14059,광안역,40,6분,2020/06/05 17:03:46
14071,수영중학교,40,7분,2020/06/05 17:03:47
14074,금련산역,40,8분,2020/06/05 17:03:49
14080,금련산청소년수련원,40,9분,2020/06/05 17:03:50
14087,대남교차로(남천역),40,1분,2020/06/05 17:03:52
07006,경성대 부경대역,40,2분,2020/06/05 17:03:54
07013,경성대학교,40,4분,2020/06/05 17:03:55
