0,1,2,3,4
BusStop_No,BusStop_Name,Bus_No,Predict_Arrive,Current_Time
15072,서부시외버스터미널(사상역),138-1,12분,2020/06/07 07:00:49
15255,사상우체국,138-1,13분,2020/06/07 07:00:50
15082,삼대한의원,138-1,14분,2020/06/07 07:00:52
15097,북부산세무서(감전역),138-1,16분,2020/06/07 07:00:54
15284,온골마을입구,138-1,17분,2020/06/07 07:00:56
15122,주례1동주민센터,138-1,17분,2020/06/07 07:00:57
15118,럭키아파트(주례역),138-1,19분,2020/06/07 07:00:59
15115,좋은삼선병원,138-1,21분,2020/06/07 07:01:01
15113,경남정보대(냉정역),138-1,22분,2020/06/07 07:01:03
05112,냉정고개,138-1,23분,2020/06/07 07:01:04
05146,개금역.개금초등학교,138-1,1분,2020/06/07 07:01:06
05147,개금3동주민센터,138-1,2분,2020/06/07 07:01:08
05148,한국신발관,138-1,2분,2020/06/07 07:01:09
05149,개포초등학교,138-1,3분,2020/06/07 07:01:11
05150,개금주공아파트,138-1,4분,2020/06/07 07:01:12
05152,당평초등학교,138-1,5분,2020/06/07 07:01:14
05154,당감1치안센터,138-1,6분,2020/06/07 07:01:16
05158,진양교차로,138-1,8분,2020/06/07 07:01:17
05193,부암역.당감입구,138-1,10분,2020/06/07 07:01:19
05321,롯데호텔백화점(서면역),138-1,13분,2020/06/07 07:01:21
05277,서면부속상가,138-1,15분,2020/06/07 07:01:23
05253,NC서면점,138-1,16분,2020/06/07 07:01:24
05257,전포사거리,138-1,18분,2020/06/07 07:01:26
05259,경남공고(전포역),138-1,19분,2020/06/07 07:01:28
07034,문전교차로,138-1,21분,2020/06/07 07:01:29
07168,국제금융센터(부산은행역),138-1,,2020/06/07 07:01:31
07035,성동초등학교후문,138-1,2분,2020/06/07 07:01:33
07067,국제금융센터(부산은행역),138-1,12분,2020/06/07 07:01:34
07043,문전교차로,138-1,13분,2020/06/07 07:01:36
05356,경남공고(전포역),138-1,15분,2020/06/07 07:01:37
05357,전포사거리,138-1,16분,2020/06/07 07:01:39
05358,NC서면점,138-1,19분,2020/06/07 07:01:41
05190,롯데호텔백화점(서면역),138-1,26분,2020/06/07 07:01:42
05192,부암역.당감입구,138-1,1분,2020/06/07 07:01:44
05340,진양교차로,138-1,3분,2020/06/07 07:01:46
05155,당감1치안센터,138-1,4분,2020/06/07 07:01:47
05153,당평초등학교,138-1,5분,2020/06/07 07:01:49
05292,당감3동우체국,138-1,6분,2020/06/07 07:01:51
05101,개금주공아파트,138-1,8분,2020/06/07 07:01:53
05102,개포초등학교,138-1,8분,2020/06/07 07:01:54
05103,한국신발관,138-1,10분,2020/06/07 07:01:56
05104,개금3동주민센터,138-1,11분,2020/06/07 07:01:58
05108,개금역.개금초등학교,138-1,12분,2020/06/07 07:01:59
05110,냉정고개,138-1,14분,2020/06/07 07:02:01
15111,경남정보대(냉정역),138-1,14분,2020/06/07 07:02:03
15117,럭키아파트(주례역),138-1,16분,2020/06/07 07:02:05
