0,1,2,3,4,5,6,7,8
BusStop_No,Bus_No,Predict_Arrive,Date,hour,min,sec,stop hour,stop min
15115,138-1,10분,2020-06-04,22,14,14,22,24
15113,138-1,11분,2020-06-04,22,14,16,22,25
5112,138-1,12분,2020-06-04,22,14,17,22,26
5146,138-1,13분,2020-06-04,22,14,19,22,27
5147,138-1,14분,2020-06-04,22,14,20,22,28
5148,138-1,14분,2020-06-04,22,14,22,22,28
5149,138-1,15분,2020-06-04,22,14,24,22,29
5150,138-1,16분,2020-06-04,22,14,25,22,30
5152,138-1,18분,2020-06-04,22,14,27,22,32
5154,138-1,19분,2020-06-04,22,14,28,22,33
5193,138-1,2분,2020-06-04,22,14,31,22,16
5321,138-1,5분,2020-06-04,22,14,33,22,19
5277,138-1,7분,2020-06-04,22,14,35,22,21
5253,138-1,8분,2020-06-04,22,14,36,22,22
5257,138-1,9분,2020-06-04,22,14,38,22,23
5259,138-1,10분,2020-06-04,22,14,39,22,24
7034,138-1,13분,2020-06-04,22,14,41,22,27
7168,138-1,13분,2020-06-04,22,14,42,22,27
7035,138-1,15분,2020-06-04,22,14,44,22,29
7067,138-1,4분,2020-06-04,22,14,45,22,18
7043,138-1,5분,2020-06-04,22,14,47,22,19
5356,138-1,7분,2020-06-04,22,14,48,22,21
5357,138-1,8분,2020-06-04,22,14,50,22,22
5358,138-1,11분,2020-06-04,22,14,51,22,25
5190,138-1,4분,2020-06-04,22,14,53,22,18
5192,138-1,6분,2020-06-04,22,14,54,22,20
5340,138-1,8분,2020-06-04,22,14,56,22,22
5155,138-1,9분,2020-06-04,22,14,57,22,23
5153,138-1,11분,2020-06-04,22,14,59,22,25
5292,138-1,12분,2020-06-04,22,15,0,22,27
5101,138-1,13분,2020-06-04,22,15,2,22,28
5102,138-1,14분,2020-06-04,22,15,4,22,29
5103,138-1,16분,2020-06-04,22,15,5,22,31
5104,138-1,16분,2020-06-04,22,15,7,22,31
5108,138-1,17분,2020-06-04,22,15,8,22,32
5110,138-1,19분,2020-06-04,22,15,10,22,34
15111,138-1,19분,2020-06-04,22,15,12,22,34
15117,138-1,1분,2020-06-04,22,15,13,22,16
15121,138-1,3분,2020-06-04,22,15,15,22,18
15283,138-1,3분,2020-06-04,22,15,16,22,18
15098,138-1,4분,2020-06-04,22,15,18,22,19
15081,138-1,5분,2020-06-04,22,15,20,22,20
15254,138-1,6분,2020-06-04,22,15,21,22,21
15073,138-1,10분,2020-06-04,22,15,23,22,25
15069,138-1,14분,2020-06-04,22,15,25,22,29
15085,138-1,16분,2020-06-04,22,15,26,22,31
15143,138-1,17분,2020-06-04,22,15,28,22,32
15072,138-1,21분,2020-06-04,22,15,29,22,36
15255,138-1,1분,2020-06-04,22,15,31,22,16
15082,138-1,2분,2020-06-04,22,15,33,22,17
15097,138-1,3분,2020-06-04,22,15,34,22,18
15284,138-1,4분,2020-06-04,22,15,36,22,19
15122,138-1,5분,2020-06-04,22,15,37,22,20
15118,138-1,7분,2020-06-04,22,15,39,22,22
15115,138-1,9분,2020-06-04,22,15,41,22,24
15113,138-1,10분,2020-06-04,22,15,42,22,25
5112,138-1,11분,2020-06-04,22,15,44,22,26
5146,138-1,12분,2020-06-04,22,15,45,22,27
5147,138-1,13분,2020-06-04,22,15,47,22,28
5148,138-1,14분,2020-06-04,22,15,48,22,29
5149,138-1,15분,2020-06-04,22,15,50,22,30
5150,138-1,15분,2020-06-04,22,15,51,22,30
5152,138-1,17분,2020-06-04,22,15,53,22,32
5154,138-1,18분,2020-06-04,22,15,55,22,33
5158,138-1,19분,2020-06-04,22,15,56,22,34
5193,138-1,1분,2020-06-04,22,15,58,22,16
5321,138-1,4분,2020-06-04,22,15,59,22,19
5277,138-1,6분,2020-06-04,22,16,1,22,22
5253,138-1,7분,2020-06-04,22,16,3,22,23
5257,138-1,9분,2020-06-04,22,16,4,22,25
5259,138-1,10분,2020-06-04,22,16,6,22,26
7034,138-1,12분,2020-06-04,22,16,7,22,28
7168,138-1,13분,2020-06-04,22,16,9,22,29
7035,138-1,14분,2020-06-04,22,16,10,22,30
7067,138-1,3분,2020-06-04,22,16,12,22,19
7043,138-1,3분,2020-06-04,22,16,13,22,19
5356,138-1,6분,2020-06-04,22,16,15,22,22
5357,138-1,7분,2020-06-04,22,16,16,22,23
5358,138-1,9분,2020-06-04,22,16,18,22,25
5190,138-1,16분,2020-06-04,22,16,19,22,32
5192,138-1,1분,2020-06-04,22,16,21,22,17
5340,138-1,3분,2020-06-04,22,16,23,22,19
5155,138-1,4분,2020-06-04,22,16,24,22,20
5153,138-1,6분,2020-06-04,22,16,26,22,22
5292,138-1,7분,2020-06-04,22,16,27,22,23
5101,138-1,8분,2020-06-04,22,16,29,22,24
5102,138-1,9분,2020-06-04,22,16,30,22,25
5103,138-1,11분,2020-06-04,22,16,32,22,27
5104,138-1,11분,2020-06-04,22,16,33,22,27
5108,138-1,13분,2020-06-04,22,16,35,22,29
5110,138-1,14분,2020-06-04,22,16,37,22,30
15111,138-1,14분,2020-06-04,22,16,38,22,30
15117,138-1,16분,2020-06-04,22,16,40,22,32
15121,138-1,1분,2020-06-04,22,16,41,22,17
15283,138-1,1분,2020-06-04,22,16,43,22,17
15098,138-1,2분,2020-06-04,22,16,45,22,18
15081,138-1,3분,2020-06-04,22,16,46,22,19
15254,138-1,3분,2020-06-04,22,16,48,22,19
15073,138-1,8분,2020-06-04,22,16,49,22,24
15069,138-1,11분,2020-06-04,22,16,51,22,27
15085,138-1,14분,2020-06-04,22,16,53,22,30
15143,138-1,15분,2020-06-04,22,16,54,22,31
15072,138-1,19분,2020-06-04,22,16,56,22,35
15082,138-1,1분,2020-06-04,22,16,59,22,17
15097,138-1,2분,2020-06-04,22,17,1,22,19
15284,138-1,3분,2020-06-04,22,17,2,22,20
15122,138-1,4분,2020-06-04,22,17,4,22,21
15118,138-1,6분,2020-06-04,22,17,5,22,23
15115,138-1,8분,2020-06-04,22,17,7,22,25
15113,138-1,9분,2020-06-04,22,17,9,22,26
5112,138-1,10분,2020-06-04,22,17,10,22,27
5146,138-1,11분,2020-06-04,22,17,12,22,28
5147,138-1,12분,2020-06-04,22,17,13,22,29
5148,138-1,12분,2020-06-04,22,17,15,22,29
5149,138-1,13분,2020-06-04,22,17,17,22,30
5150,138-1,13분,2020-06-04,22,17,18,22,30
5152,138-1,15분,2020-06-04,22,17,20,22,32
5154,138-1,16분,2020-06-04,22,17,21,22,33
5158,138-1,17분,2020-06-04,22,17,23,22,34
5193,138-1,19분,2020-06-04,22,17,24,22,36
5321,138-1,3분,2020-06-04,22,17,26,22,20
5277,138-1,5분,2020-06-04,22,17,27,22,22
5253,138-1,6분,2020-06-04,22,17,29,22,23
5257,138-1,7분,2020-06-04,22,17,30,22,24
5259,138-1,8분,2020-06-04,22,17,32,22,25
7034,138-1,11분,2020-06-04,22,17,33,22,28
7168,138-1,11분,2020-06-04,22,17,35,22,28
7035,138-1,13분,2020-06-04,22,17,36,22,30
7067,138-1,1분,2020-06-04,22,17,38,22,18
7043,138-1,1분,2020-06-04,22,17,39,22,18
5356,138-1,4분,2020-06-04,22,17,41,22,21
5357,138-1,5분,2020-06-04,22,17,43,22,22
5358,138-1,8분,2020-06-04,22,17,44,22,25
5190,138-1,14분,2020-06-04,22,17,46,22,31
5192,138-1,1분,2020-06-04,22,17,47,22,18
5340,138-1,3분,2020-06-04,22,17,49,22,20
5155,138-1,4분,2020-06-04,22,17,50,22,21
5153,138-1,6분,2020-06-04,22,17,52,22,23
5292,138-1,7분,2020-06-04,22,17,53,22,24
5101,138-1,8분,2020-06-04,22,17,55,22,25
5102,138-1,8분,2020-06-04,22,17,56,22,25
5103,138-1,10분,2020-06-04,22,17,58,22,27
5104,138-1,11분,2020-06-04,22,17,59,22,28
5108,138-1,12분,2020-06-04,22,18,1,22,30
5110,138-1,14분,2020-06-04,22,18,3,22,32
15111,138-1,14분,2020-06-04,22,18,4,22,32
15117,138-1,16분,2020-06-04,22,18,6,22,34
15121,138-1,17분,2020-06-04,22,18,8,22,35
15283,138-1,18분,2020-06-04,22,18,9,22,36
15081,138-1,2분,2020-06-04,22,18,12,22,20
15254,138-1,2분,2020-06-04,22,18,14,22,20
15073,138-1,7분,2020-06-04,22,18,15,22,25
15069,138-1,10분,2020-06-04,22,18,17,22,28
15085,138-1,12분,2020-06-04,22,18,18,22,30
15143,138-1,14분,2020-06-04,22,18,20,22,32
15072,138-1,17분,2020-06-04,22,18,22,22,35
15255,138-1,18분,2020-06-04,22,18,23,22,36
15082,138-1,19분,2020-06-04,22,18,25,22,37
15097,138-1,1분,2020-06-04,22,18,27,22,19
15284,138-1,2분,2020-06-04,22,18,28,22,20
15122,138-1,3분,2020-06-04,22,18,30,22,21
15118,138-1,5분,2020-06-04,22,18,31,22,23
15115,138-1,7분,2020-06-04,22,18,33,22,25
15113,138-1,8분,2020-06-04,22,18,35,22,26
5112,138-1,9분,2020-06-04,22,18,36,22,27
5146,138-1,10분,2020-06-04,22,18,38,22,28
5147,138-1,11분,2020-06-04,22,18,39,22,29
5148,138-1,12분,2020-06-04,22,18,41,22,30
5149,138-1,11분,2020-06-04,22,18,42,22,29
5150,138-1,12분,2020-06-04,22,18,44,22,30
5152,138-1,13분,2020-06-04,22,18,45,22,31
5154,138-1,14분,2020-06-04,22,18,47,22,32
5158,138-1,16분,2020-06-04,22,18,48,22,34
5193,138-1,17분,2020-06-04,22,18,50,22,35
5321,138-1,1분,2020-06-04,22,18,52,22,19
5277,138-1,3분,2020-06-04,22,18,53,22,21
5253,138-1,4분,2020-06-04,22,18,55,22,22
5257,138-1,6분,2020-06-04,22,18,56,22,24
5259,138-1,7분,2020-06-04,22,18,58,22,25
7034,138-1,9분,2020-06-04,22,18,59,22,27
7168,138-1,10분,2020-06-04,22,19,1,22,29
7035,138-1,11분,2020-06-04,22,19,2,22,30
7067,138-1,16분,2020-06-04,22,19,4,22,35
5356,138-1,2분,2020-06-04,22,19,7,22,21
5357,138-1,3분,2020-06-04,22,19,8,22,22
5358,138-1,6분,2020-06-04,22,19,10,22,25
5190,138-1,13분,2020-06-04,22,19,11,22,32
5192,138-1,15분,2020-06-04,22,19,13,22,34
5340,138-1,2분,2020-06-04,22,19,14,22,21
5155,138-1,2분,2020-06-04,22,19,16,22,21
5153,138-1,4분,2020-06-04,22,19,17,22,23
5292,138-1,5분,2020-06-04,22,19,19,22,24
5101,138-1,6분,2020-06-04,22,19,20,22,25
5102,138-1,7분,2020-06-04,22,19,22,22,26
5103,138-1,9분,2020-06-04,22,19,23,22,28
5104,138-1,10분,2020-06-04,22,19,25,22,29
5108,138-1,11분,2020-06-04,22,19,26,22,30
5110,138-1,12분,2020-06-04,22,19,28,22,31
15111,138-1,12분,2020-06-04,22,19,30,22,31
15117,138-1,14분,2020-06-04,22,19,31,22,33
15121,138-1,16분,2020-06-04,22,19,33,22,35
15283,138-1,16분,2020-06-04,22,19,34,22,35
15098,138-1,17분,2020-06-04,22,19,36,22,36
15254,138-1,1분,2020-06-04,22,19,39,22,20
15073,138-1,5분,2020-06-04,22,19,41,22,24
15069,138-1,9분,2020-06-04,22,19,42,22,28
15085,138-1,11분,2020-06-04,22,19,44,22,30
15143,138-1,13분,2020-06-04,22,19,45,22,32
15072,138-1,15분,2020-06-04,22,19,47,22,34
15255,138-1,17분,2020-06-04,22,19,49,22,36
15082,138-1,17분,2020-06-04,22,19,50,22,36
15097,138-1,19분,2020-06-04,22,19,52,22,38
15284,138-1,20분,2020-06-04,22,19,54,22,39
15122,138-1,21분,2020-06-04,22,19,55,22,40
15118,138-1,2분,2020-06-04,22,19,57,22,21
15115,138-1,3분,2020-06-04,22,19,59,22,22
15113,138-1,5분,2020-06-04,22,20,0,22,25
5112,138-1,6분,2020-06-04,22,20,2,22,26
5146,138-1,7분,2020-06-04,22,20,4,22,27
5147,138-1,8분,2020-06-04,22,20,5,22,28
5148,138-1,8분,2020-06-04,22,20,7,22,28
5149,138-1,9분,2020-06-04,22,20,8,22,29
5150,138-1,10분,2020-06-04,22,20,10,22,30
5152,138-1,11분,2020-06-04,22,20,11,22,31
5154,138-1,13분,2020-06-04,22,20,13,22,33
5158,138-1,14분,2020-06-04,22,20,15,22,34
5193,138-1,16분,2020-06-04,22,20,16,22,36
5277,138-1,1분,2020-06-04,22,20,19,22,21
5253,138-1,2분,2020-06-04,22,20,21,22,22
5257,138-1,3분,2020-06-04,22,20,23,22,23
5259,138-1,5분,2020-06-04,22,20,24,22,25
7034,138-1,7분,2020-06-04,22,20,26,22,27
7168,138-1,8분,2020-06-04,22,20,27,22,28
7035,138-1,9분,2020-06-04,22,20,29,22,29
7067,138-1,15분,2020-06-04,22,20,30,22,35
7043,138-1,15분,2020-06-04,22,20,32,22,35
5356,138-1,18분,2020-06-04,22,20,33,22,38
5357,138-1,1분,2020-06-04,22,20,35,22,21
5358,138-1,3분,2020-06-04,22,20,36,22,23
5190,138-1,10분,2020-06-04,22,20,38,22,30
5192,138-1,12분,2020-06-04,22,20,39,22,32
5340,138-1,14분,2020-06-04,22,20,41,22,34
5153,138-1,2분,2020-06-04,22,20,44,22,22
5292,138-1,3분,2020-06-04,22,20,45,22,23
5101,138-1,4분,2020-06-04,22,20,47,22,24
5102,138-1,5분,2020-06-04,22,20,49,22,25
5103,138-1,7분,2020-06-04,22,20,50,22,27
5104,138-1,8분,2020-06-04,22,20,52,22,28
5108,138-1,9분,2020-06-04,22,20,53,22,29
5110,138-1,10분,2020-06-04,22,20,55,22,30
15111,138-1,10분,2020-06-04,22,20,57,22,30
15117,138-1,12분,2020-06-04,22,20,58,22,32
15121,138-1,14분,2020-06-04,22,21,0,22,35
15283,138-1,14분,2020-06-04,22,21,1,22,35
15098,138-1,15분,2020-06-04,22,21,3,22,36
15081,138-1,16분,2020-06-04,22,21,5,22,37
15254,138-1,17분,2020-06-04,22,21,6,22,38
15073,138-1,4분,2020-06-04,22,21,8,22,25
15069,138-1,7분,2020-06-04,22,21,10,22,28
15085,138-1,10분,2020-06-04,22,21,11,22,31
15143,138-1,11분,2020-06-04,22,21,13,22,32
15072,138-1,14분,2020-06-04,22,21,14,22,35
15255,138-1,16분,2020-06-04,22,21,16,22,37
15082,138-1,16분,2020-06-04,22,21,18,22,37
15097,138-1,18분,2020-06-04,22,21,19,22,39
15284,138-1,19분,2020-06-04,22,21,21,22,40
15122,138-1,20분,2020-06-04,22,21,23,22,41
15118,138-1,2분,2020-06-04,22,21,24,22,23
15115,138-1,3분,2020-06-04,22,21,26,22,24
15113,138-1,5분,2020-06-04,22,21,27,22,26
5112,138-1,6분,2020-06-04,22,21,29,22,27
5146,138-1,7분,2020-06-04,22,21,31,22,28
5147,138-1,8분,2020-06-04,22,21,32,22,29
5148,138-1,8분,2020-06-04,22,21,34,22,29
5149,138-1,9분,2020-06-04,22,21,35,22,30
5150,138-1,10분,2020-06-04,22,21,37,22,31
5152,138-1,11분,2020-06-04,22,21,38,22,32
5154,138-1,11분,2020-06-04,22,21,40,22,32
5158,138-1,14분,2020-06-04,22,21,42,22,35
5193,138-1,16분,2020-06-04,22,21,43,22,37
5321,138-1,17분,2020-06-04,22,21,45,22,38
5277,138-1,1분,2020-06-04,22,21,47,22,22
5253,138-1,2분,2020-06-04,22,21,48,22,23
5257,138-1,3분,2020-06-04,22,21,50,22,24
5259,138-1,5분,2020-06-04,22,21,52,22,26
7034,138-1,7분,2020-06-04,22,21,53,22,28
7168,138-1,8분,2020-06-04,22,21,55,22,29
7035,138-1,9분,2020-06-04,22,21,56,22,30
7067,138-1,13분,2020-06-04,22,21,58,22,34
7043,138-1,13분,2020-06-04,22,21,59,22,34
5356,138-1,16분,2020-06-04,22,22,1,22,38
5357,138-1,17분,2020-06-04,22,22,2,22,39
5358,138-1,2분,2020-06-04,22,22,4,22,24
5190,138-1,9분,2020-06-04,22,22,5,22,31
5192,138-1,11분,2020-06-04,22,22,7,22,33
5340,138-1,13분,2020-06-04,22,22,8,22,35
5155,138-1,14분,2020-06-04,22,22,10,22,36
5153,138-1,1분,2020-06-04,22,22,12,22,23
5292,138-1,2분,2020-06-04,22,22,13,22,24
5101,138-1,4분,2020-06-04,22,22,15,22,26
5102,138-1,3분,2020-06-04,22,22,16,22,25
5103,138-1,5분,2020-06-04,22,22,18,22,27
5104,138-1,6분,2020-06-04,22,22,20,22,28
5108,138-1,7분,2020-06-04,22,22,21,22,29
5110,138-1,8분,2020-06-04,22,22,23,22,30
15111,138-1,9분,2020-06-04,22,22,25,22,31
15117,138-1,10분,2020-06-04,22,22,26,22,32
15121,138-1,12분,2020-06-04,22,22,28,22,34
15283,138-1,12분,2020-06-04,22,22,30,22,34
15098,138-1,13분,2020-06-04,22,22,32,22,35
15081,138-1,14분,2020-06-04,22,22,33,22,36
15254,138-1,15분,2020-06-04,22,22,35,22,37
15073,138-1,4분,2020-06-04,22,22,37,22,26
15069,138-1,7분,2020-06-04,22,22,38,22,29
15085,138-1,10분,2020-06-04,22,22,40,22,32
15143,138-1,11분,2020-06-04,22,22,41,22,33
15072,138-1,11분,2020-06-04,22,22,43,22,33
15255,138-1,12분,2020-06-04,22,22,45,22,34
15082,138-1,13분,2020-06-04,22,22,46,22,35
15097,138-1,15분,2020-06-04,22,22,48,22,37
15284,138-1,16분,2020-06-04,22,22,50,22,38
15122,138-1,16분,2020-06-04,22,22,51,22,38
15118,138-1,19분,2020-06-04,22,22,53,22,41
15115,138-1,1분,2020-06-04,22,22,54,22,23
15113,138-1,2분,2020-06-04,22,22,56,22,24
5112,138-1,3분,2020-06-04,22,22,58,22,25
5146,138-1,4분,2020-06-04,22,22,59,22,26
5147,138-1,5분,2020-06-04,22,23,1,22,28
5148,138-1,5분,2020-06-04,22,23,2,22,28
5149,138-1,6분,2020-06-04,22,23,4,22,29
5150,138-1,7분,2020-06-04,22,23,5,22,30
5152,138-1,8분,2020-06-04,22,23,7,22,31
5154,138-1,9분,2020-06-04,22,23,8,22,32
5158,138-1,11분,2020-06-04,22,23,10,22,34
5193,138-1,12분,2020-06-04,22,23,11,22,35
5321,138-1,15분,2020-06-04,22,23,13,22,38
5277,138-1,17분,2020-06-04,22,23,14,22,40
5253,138-1,1분,2020-06-04,22,23,16,22,24
5257,138-1,2분,2020-06-04,22,23,17,22,25
5259,138-1,3분,2020-06-04,22,23,19,22,26
7034,138-1,6분,2020-06-04,22,23,20,22,29
7168,138-1,6분,2020-06-04,22,23,22,22,29
7035,138-1,8분,2020-06-04,22,23,23,22,31
7067,138-1,10분,2020-06-04,22,23,25,22,33
7043,138-1,11분,2020-06-04,22,23,26,22,34
5356,138-1,13분,2020-06-04,22,23,28,22,36
5357,138-1,14분,2020-06-04,22,23,29,22,37
5190,138-1,7분,2020-06-04,22,23,33,22,30
5192,138-1,8분,2020-06-04,22,23,34,22,31
5340,138-1,11분,2020-06-04,22,23,36,22,34
5155,138-1,11분,2020-06-04,22,23,37,22,34
5153,138-1,13분,2020-06-04,22,23,39,22,36
5101,138-1,2분,2020-06-04,22,23,42,22,25
5102,138-1,2분,2020-06-04,22,23,43,22,25
5103,138-1,4분,2020-06-04,22,23,45,22,27
5104,138-1,5분,2020-06-04,22,23,46,22,28
5108,138-1,6분,2020-06-04,22,23,48,22,29
5110,138-1,7분,2020-06-04,22,23,49,22,30
15111,138-1,8분,2020-06-04,22,23,51,22,31
15117,138-1,9분,2020-06-04,22,23,53,22,32
15121,138-1,11분,2020-06-04,22,23,54,22,34
15283,138-1,11분,2020-06-04,22,23,56,22,34
15098,138-1,12분,2020-06-04,22,23,57,22,35
15081,138-1,13분,2020-06-04,22,23,59,22,36
15254,138-1,14분,2020-06-04,22,24,1,22,38
15073,138-1,18분,2020-06-04,22,24,2,22,42
15069,138-1,3분,2020-06-04,22,24,4,22,27
15085,138-1,5분,2020-06-04,22,24,5,22,29
15143,138-1,7분,2020-06-04,22,24,7,22,31
15072,138-1,9분,2020-06-04,22,24,8,22,33
15255,138-1,10분,2020-06-04,22,24,10,22,34
15082,138-1,11분,2020-06-04,22,24,11,22,35
15097,138-1,12분,2020-06-04,22,24,13,22,36
15284,138-1,13분,2020-06-04,22,24,15,22,37
15122,138-1,14분,2020-06-04,22,24,16,22,38
15118,138-1,16분,2020-06-04,22,24,18,22,40
15115,138-1,18분,2020-06-04,22,24,19,22,42
15113,138-1,19분,2020-06-04,22,24,21,22,43
5146,138-1,2분,2020-06-04,22,24,24,22,26
5147,138-1,2분,2020-06-04,22,24,26,22,26
5148,138-1,3분,2020-06-04,22,24,27,22,27
5149,138-1,4분,2020-06-04,22,24,29,22,28
5150,138-1,5분,2020-06-04,22,24,30,22,29
5152,138-1,6분,2020-06-04,22,24,32,22,30
5154,138-1,7분,2020-06-04,22,24,33,22,31
5158,138-1,8분,2020-06-04,22,24,35,22,32
5193,138-1,10분,2020-06-04,22,24,36,22,34
5321,138-1,13분,2020-06-04,22,24,38,22,37
5277,138-1,15분,2020-06-04,22,24,40,22,39
5253,138-1,16분,2020-06-04,22,24,41,22,40
5257,138-1,17분,2020-06-04,22,24,43,22,41
5259,138-1,1분,2020-06-04,22,24,44,22,25
7034,138-1,3분,2020-06-04,22,24,46,22,27
7168,138-1,4분,2020-06-04,22,24,47,22,28
7035,138-1,5분,2020-06-04,22,24,48,22,29
7067,138-1,9분,2020-06-04,22,24,50,22,33
7043,138-1,10분,2020-06-04,22,24,52,22,34
5356,138-1,12분,2020-06-04,22,24,53,22,36
5357,138-1,13분,2020-06-04,22,24,55,22,37
5358,138-1,16분,2020-06-04,22,24,56,22,40
5190,138-1,5분,2020-06-04,22,24,58,22,29
5192,138-1,7분,2020-06-04,22,24,59,22,31
5340,138-1,9분,2020-06-04,22,25,1,22,34
5155,138-1,10분,2020-06-04,22,25,2,22,35
5153,138-1,12분,2020-06-04,22,25,4,22,37
5292,138-1,13분,2020-06-04,22,25,5,22,38
5101,138-1,1분,2020-06-04,22,25,7,22,26
5102,138-1,1분,2020-06-04,22,25,8,22,26
5103,138-1,3분,2020-06-04,22,25,10,22,28
5104,138-1,4분,2020-06-04,22,25,11,22,29
5108,138-1,5분,2020-06-04,22,25,13,22,30
5110,138-1,6분,2020-06-04,22,25,15,22,31
15111,138-1,7분,2020-06-04,22,25,16,22,32
15117,138-1,8분,2020-06-04,22,25,18,22,33
15121,138-1,10분,2020-06-04,22,25,20,22,35
15283,138-1,11분,2020-06-04,22,25,21,22,36
15098,138-1,12분,2020-06-04,22,25,23,22,37
15081,138-1,13분,2020-06-04,22,25,24,22,38
15254,138-1,14분,2020-06-04,22,25,26,22,39
15073,138-1,18분,2020-06-04,22,25,28,22,43
15069,138-1,3분,2020-06-04,22,25,29,22,28
15085,138-1,5분,2020-06-04,22,25,31,22,30
15143,138-1,7분,2020-06-04,22,25,32,22,32
15072,138-1,6분,2020-06-04,22,25,34,22,31
15255,138-1,8분,2020-06-04,22,25,35,22,33
15082,138-1,9분,2020-06-04,22,25,37,22,34
15097,138-1,10분,2020-06-04,22,25,39,22,35
15284,138-1,11분,2020-06-04,22,25,40,22,36
15122,138-1,12분,2020-06-04,22,25,42,22,37
15118,138-1,14분,2020-06-04,22,25,44,22,39
15115,138-1,16분,2020-06-04,22,25,45,22,41
15113,138-1,17분,2020-06-04,22,25,47,22,42
5112,138-1,18분,2020-06-04,22,25,48,22,43
5146,138-1,19분,2020-06-04,22,25,50,22,44
5148,138-1,1분,2020-06-04,22,25,53,22,26
5149,138-1,2분,2020-06-04,22,25,55,22,27
5150,138-1,2분,2020-06-04,22,25,56,22,27
5152,138-1,4분,2020-06-04,22,25,58,22,29
5154,138-1,5분,2020-06-04,22,26,0,22,31
5158,138-1,7분,2020-06-04,22,26,1,22,33
5193,138-1,8분,2020-06-04,22,26,3,22,34
5321,138-1,11분,2020-06-04,22,26,4,22,37
5277,138-1,13분,2020-06-04,22,26,6,22,39
5253,138-1,14분,2020-06-04,22,26,8,22,40
5257,138-1,15분,2020-06-04,22,26,9,22,41
5259,138-1,16분,2020-06-04,22,26,11,22,42
7034,138-1,2분,2020-06-04,22,26,12,22,28
7168,138-1,2분,2020-06-04,22,26,14,22,28
7035,138-1,4분,2020-06-04,22,26,15,22,30
7067,138-1,7분,2020-06-04,22,26,17,22,33
7043,138-1,7분,2020-06-04,22,26,18,22,33
5356,138-1,10분,2020-06-04,22,26,20,22,36
5357,138-1,11분,2020-06-04,22,26,21,22,37
5358,138-1,13분,2020-06-04,22,26,23,22,39
5190,138-1,1분,2020-06-04,22,26,24,22,27
5192,138-1,3분,2020-06-04,22,26,26,22,29
5340,138-1,5분,2020-06-04,22,26,27,22,31
5155,138-1,6분,2020-06-04,22,26,29,22,32
5153,138-1,8분,2020-06-04,22,26,30,22,34
5292,138-1,9분,2020-06-04,22,26,32,22,35
5101,138-1,10분,2020-06-04,22,26,34,22,36
5103,138-1,2분,2020-06-04,22,26,37,22,28
5104,138-1,3분,2020-06-04,22,26,38,22,29
5108,138-1,4분,2020-06-04,22,26,40,22,30
5110,138-1,5분,2020-06-04,22,26,41,22,31
15111,138-1,5분,2020-06-04,22,26,43,22,31
15117,138-1,7분,2020-06-04,22,26,44,22,33
15121,138-1,8분,2020-06-04,22,26,46,22,34
15283,138-1,9분,2020-06-04,22,26,48,22,35
15098,138-1,10분,2020-06-04,22,26,49,22,36
15081,138-1,11분,2020-06-04,22,26,51,22,37
15254,138-1,12분,2020-06-04,22,26,52,22,38
15073,138-1,16분,2020-06-04,22,26,54,22,42
15069,138-1,20분,2020-06-04,22,26,55,22,46
15085,138-1,2분,2020-06-04,22,26,57,22,28
15143,138-1,3분,2020-06-04,22,26,58,22,29
15072,138-1,3분,2020-06-04,22,27,0,22,30
15255,138-1,5분,2020-06-04,22,27,2,22,32
15082,138-1,5분,2020-06-04,22,27,3,22,32
15097,138-1,7분,2020-06-04,22,27,5,22,34
15284,138-1,8분,2020-06-04,22,27,6,22,35
15122,138-1,9분,2020-06-04,22,27,8,22,36
15118,138-1,11분,2020-06-04,22,27,9,22,38
15115,138-1,13분,2020-06-04,22,27,11,22,40
15113,138-1,14분,2020-06-04,22,27,13,22,41
5112,138-1,15분,2020-06-04,22,27,14,22,42
5146,138-1,16분,2020-06-04,22,27,16,22,43
5147,138-1,17분,2020-06-04,22,27,17,22,44
5148,138-1,17분,2020-06-04,22,27,19,22,44
5149,138-1,19분,2020-06-04,22,27,20,22,46
5152,138-1,2분,2020-06-04,22,27,23,22,29
5154,138-1,3분,2020-06-04,22,27,25,22,30
5158,138-1,4분,2020-06-04,22,27,26,22,31
5193,138-1,6분,2020-06-04,22,27,28,22,33
5321,138-1,9분,2020-06-04,22,27,30,22,36
5277,138-1,11분,2020-06-04,22,27,31,22,38
5253,138-1,12분,2020-06-04,22,27,33,22,39
5257,138-1,13분,2020-06-04,22,27,34,22,40
5259,138-1,14분,2020-06-04,22,27,36,22,41
7034,138-1,2분,2020-06-04,22,27,37,22,29
7168,138-1,2분,2020-06-04,22,27,39,22,29
7035,138-1,4분,2020-06-04,22,27,40,22,31
7067,138-1,5분,2020-06-04,22,27,42,22,32
7043,138-1,5분,2020-06-04,22,27,43,22,32
5356,138-1,8분,2020-06-04,22,27,45,22,35
5357,138-1,9분,2020-06-04,22,27,46,22,36
5358,138-1,12분,2020-06-04,22,27,48,22,39
5190,138-1,18분,2020-06-04,22,27,49,22,45
5192,138-1,1분,2020-06-04,22,27,51,22,28
5340,138-1,3분,2020-06-04,22,27,52,22,30
5155,138-1,4분,2020-06-04,22,27,54,22,31
5153,138-1,6분,2020-06-04,22,27,55,22,33
5292,138-1,7분,2020-06-04,22,27,57,22,34
5101,138-1,8분,2020-06-04,22,27,58,22,35
5102,138-1,8분,2020-06-04,22,28,0,22,36
5103,138-1,1분,2020-06-04,22,28,2,22,29
