,num,name
0,13179,연제공용버스차고지
1,05061,시민도서관
2,05295,초읍삼거리
3,05353,어린이대공원
4,05042,어린이대공원입구
5,05044,삼광사입구
6,05046,성곡시장입구
7,05047,성곡시장
8,05051,LG사이언스홀
9,05163,부암교차로
10,05165,부산진구청
11,05188,부전시장입구
12,05711,서면역.서면지하상가
13,05713,서면한전
14,05229,범내골역
15,05217,중앙시장
16,03139,범일역
17,03134,부산진시장
18,03107,봉생병원
19,03108,부산진역
20,03100,고관입구
21,03081,초량역
22,03058,부산역
23,01031,영주동
24,01042,중앙동(중앙역)
25,01047,제일은행앞
26,01098,국제시장
27,01112,보수동책방골목
28,01090,보수사거리
29,02061,영락교회
30,02058,동아대부민캠퍼스
31,02053,서부교회
32,02044,구덕운동장
33,02149,경성전자고등학교
34,02004,서부교육청
35,02160,서대신금호아파트(종점)
36,02005,서부교육청
37,02150,경성전자고등학교
38,02169,대신중학교
39,02007,구덕운동장
40,02033,부경고교
41,02040,서대신역.서부경찰서
42,02051,서대시장(동대신역)
43,02056,동아대부민캠퍼스
44,02062,영락교회
45,01091,보수사거리
46,01111,보수동책방골목
47,01096,국제시장.부산근대역사관
48,01048,백산기념관.영화체험박물관
49,01041,중앙동(중앙역)
50,01032,영주동
51,03060,부산역
52,03091,초량역
53,03095,YMCA
54,03121,부산진역
55,03131,부산진시장
56,03140,범일역.범일동부산은행
57,05218,중앙시장
58,05227,범내골역
59,05712,서면한전
60,05710,서면역.서면지하상가
61,05186,부전시장입구
62,05166,부산진구청
63,05164,부암교차로
64,05050,부산시설공단
65,05048,성곡시장
66,05045,삼광사입구
67,05043,어린이대공원입구
68,05354,어린이대공원
69,05296,초읍삼거리
70,05070,시민도서관
71,13134,초읍고개
