0,1,2,3,4
BusStop_No,BusStop_Name,Bus_No,Predict_Arrive,Current_Time
09727,운촌,40,3분,2020/06/10 17:00:43
09723,동백역,40,4분,2020/06/10 17:00:45
09721,부산문화여고,40,5분,2020/06/10 17:00:47
09719,올림픽교차로,40,7분,2020/06/10 17:00:48
09717,벡스코 시립미술관,40,7분,2020/06/10 17:00:50
09259,센텀시티역 벡스코,40,8분,2020/06/10 17:00:52
09138,신세계센텀시티,40,,2020/06/10 17:00:53
14030,수영현대아파트(민락역),40,4분,2020/06/10 17:00:55
14046,수영교차로(수영역),40,6분,2020/06/10 17:00:57
14056,수영구보건소,40,1분,2020/06/10 17:00:58
14059,광안역,40,3분,2020/06/10 17:01:00
14071,수영중학교,40,4분,2020/06/10 17:01:02
14074,금련산역,40,5분,2020/06/10 17:01:03
14080,금련산청소년수련원,40,7분,2020/06/10 17:01:05
14087,대남교차로(남천역),40,9분,2020/06/10 17:01:07
07006,경성대 부경대역,40,,2020/06/10 17:01:08
07013,경성대학교,40,2분,2020/06/10 17:01:11
07016,대연동제일은행,40,3분,2020/06/10 17:01:13
07063,못골시장,40,5분,2020/06/10 17:01:14
07165,남구청(못골역),40,6분,2020/06/10 17:01:16
07058,대연고개,40,7분,2020/06/10 17:01:18
07053,지게골역,40,8분,2020/06/10 17:01:19
07047,문현교차로,40,10분,2020/06/10 17:01:21
03143,자성대,40,11분,2020/06/10 17:01:23
03134,부산진시장,40,1분,2020/06/10 17:01:24
03108,부산진역,40,4분,2020/06/10 17:01:26
03097,YMCA,40,6분,2020/06/10 17:01:28
03089,초량역,40,6분,2020/06/10 17:01:29
03058,부산역,40,8분,2020/06/10 17:01:31
01033,영주동,40,10분,2020/06/10 17:01:32
01042,중앙동(중앙역),40,11분,2020/06/10 17:01:34
01047,제일은행앞,40,13분,2020/06/10 17:01:36
01097,국제시장,40,1분,2020/06/10 17:01:37
01112,보수동책방골목,40,2분,2020/06/10 17:01:39
01090,보수사거리,40,4분,2020/06/10 17:01:40
02061,영락교회,40,5분,2020/06/10 17:01:42
02058,동아대부민캠퍼스,40,6분,2020/06/10 17:01:44
02053,서부교회,40,7분,2020/06/10 17:01:45
02062,영락교회,40,8분,2020/06/10 17:01:47
01091,보수사거리,40,10분,2020/06/10 17:01:49
01111,보수동책방골목,40,11분,2020/06/10 17:01:50
01093,국제시장,40,,2020/06/10 17:01:52
01096,국제시장.부산근대역사관,40,,2020/06/10 17:01:54
01041,중앙동(중앙역),40,3분,2020/06/10 17:01:55
01032,영주동,40,4분,2020/06/10 17:01:57
03063,부산역,40,6분,2020/06/10 17:01:59
03092,초량역,40,10분,2020/06/10 17:02:00
03096,YMCA,40,11분,2020/06/10 17:02:02
03122,부산진역,40,12분,2020/06/10 17:02:04
03132,부산진시장,40,,2020/06/10 17:02:05
03148,범일역,40,1분,2020/06/10 17:02:07
03149,자유시장,40,2분,2020/06/10 17:02:09
03144,시민회관,40,3분,2020/06/10 17:02:10
07051,문현교차로,40,6분,2020/06/10 17:02:12
07052,지게골역,40,7분,2020/06/10 17:02:14
07231,대연고개,40,9분,2020/06/10 17:02:15
07164,남구청(못골역),40,,2020/06/10 17:02:17
07061,못골시장,40,2분,2020/06/10 17:02:19
07015,대연동제일은행,40,4분,2020/06/10 17:02:20
07014,경성대학교,40,4분,2020/06/10 17:02:22
07007,경성대 부경대역,40,6분,2020/06/10 17:02:24
14083,남천역,40,8분,2020/06/10 17:02:25
14082,금련산청소년수련원,40,10분,2020/06/10 17:02:27
14072,광안2동우편취급국,40,11분,2020/06/10 17:02:29
14070,수영중학교,40,12분,2020/06/10 17:02:31
14061,광안역,40,,2020/06/10 17:02:32
14053,수영역,40,2분,2020/06/10 17:02:34
14094,수영교차로(수영역),40,4분,2020/06/10 17:02:35
14031,수영현대아파트(민락역),40,6분,2020/06/10 17:02:37
09137,신세계센텀시티,40,,2020/06/10 17:02:39
09136,센텀시티역 벡스코,40,2분,2020/06/10 17:02:41
09718,올림픽교차로 환승센터,40,7분,2020/06/10 17:02:42
09720,올림픽교차로,40,9분,2020/06/10 17:02:44
09722,부산문화여고,40,10분,2020/06/10 17:02:46
09724,동백역,40,11분,2020/06/10 17:02:47
09728,운촌,40,,2020/06/10 17:02:49
09101,신동아아파트,40,3분,2020/06/10 17:02:51
09098,우1치안센터,40,3분,2020/06/10 17:02:52
09095,해운대관광고등학교,40,4분,2020/06/10 17:02:54
09092,우일시장,40,6분,2020/06/10 17:02:55
09253,해운대구청어귀삼거리,40,7분,2020/06/10 17:02:57
09091,건널목삼거리,40,9분,2020/06/10 17:02:58
09078,해운대고교,40,9분,2020/06/10 17:03:00
09067,부대앞,40,11분,2020/06/10 17:03:02
09069,양운초등학교,40,12분,2020/06/10 17:03:03
09064,대림3차아파트,40,12분,2020/06/10 17:03:05
09055,대림1차아파트,40,1분,2020/06/10 17:03:06
09052,대동상가,40,1분,2020/06/10 17:03:08
09048,동부아파트,40,2분,2020/06/10 17:03:10
09045,동신아파트,40,3분,2020/06/10 17:03:11
09043,부흥고 해운대백병원,40,4분,2020/06/10 17:03:13
09258,대우2차아파트,40,,2020/06/10 17:03:15
09011,송정1단지주공,40,4분,2020/06/10 17:03:16
09049,송정해수욕장입구,40,4분,2020/06/10 17:03:18
09007,동해선 송정역,40,5분,2020/06/10 17:03:20
09727,운촌,40,1분,2020/06/10 17:03:21
09723,동백역,40,2분,2020/06/10 17:03:23
09721,부산문화여고,40,3분,2020/06/10 17:03:25
09719,올림픽교차로,40,5분,2020/06/10 17:03:26
09717,벡스코 시립미술관,40,6분,2020/06/10 17:03:28
09259,센텀시티역 벡스코,40,7분,2020/06/10 17:03:29
09138,신세계센텀시티,40,8분,2020/06/10 17:03:31
14030,수영현대아파트(민락역),40,1분,2020/06/10 17:03:33
14046,수영교차로(수영역),40,3분,2020/06/10 17:03:34
14056,수영구보건소,40,5분,2020/06/10 17:03:36
14059,광안역,40,,2020/06/10 17:03:37
14071,수영중학교,40,2분,2020/06/10 17:03:39
14074,금련산역,40,3분,2020/06/10 17:03:40
14080,금련산청소년수련원,40,4분,2020/06/10 17:03:42
14087,대남교차로(남천역),40,7분,2020/06/10 17:03:44
07006,경성대 부경대역,40,8분,2020/06/10 17:03:45
07013,경성대학교,40,,2020/06/10 17:03:47
07016,대연동제일은행,40,1분,2020/06/10 17:03:48
07063,못골시장,40,3분,2020/06/10 17:03:50
07165,남구청(못골역),40,4분,2020/06/10 17:03:51
07058,대연고개,40,5분,2020/06/10 17:03:53
07053,지게골역,40,6분,2020/06/10 17:03:54
07047,문현교차로,40,8분,2020/06/10 17:03:56
03143,자성대,40,10분,2020/06/10 17:03:58
03134,부산진시장,40,11분,2020/06/10 17:03:59
03108,부산진역,40,2분,2020/06/10 17:04:01
03097,YMCA,40,3분,2020/06/10 17:04:02
03089,초량역,40,4분,2020/06/10 17:04:04
03058,부산역,40,6분,2020/06/10 17:04:05
01033,영주동,40,8분,2020/06/10 17:04:07
01042,중앙동(중앙역),40,9분,2020/06/10 17:04:08
01047,제일은행앞,40,10분,2020/06/10 17:04:10
01097,국제시장,40,11분,2020/06/10 17:04:11
01112,보수동책방골목,40,13분,2020/06/10 17:04:13
01090,보수사거리,40,,2020/06/10 17:04:14
02061,영락교회,40,1분,2020/06/10 17:04:16
02058,동아대부민캠퍼스,40,2분,2020/06/10 17:04:17
02053,서부교회,40,3분,2020/06/10 17:04:19
02062,영락교회,40,5분,2020/06/10 17:04:21
01091,보수사거리,40,6분,2020/06/10 17:04:22
01111,보수동책방골목,40,7분,2020/06/10 17:04:24
01093,국제시장,40,8분,2020/06/10 17:04:26
01096,국제시장.부산근대역사관,40,8분,2020/06/10 17:04:27
01041,중앙동(중앙역),40,1분,2020/06/10 17:04:29
01032,영주동,40,1분,2020/06/10 17:04:30
03063,부산역,40,4분,2020/06/10 17:04:32
03092,초량역,40,7분,2020/06/10 17:04:33
03096,YMCA,40,8분,2020/06/10 17:04:35
03122,부산진역,40,10분,2020/06/10 17:04:36
03132,부산진시장,40,13분,2020/06/10 17:04:38
03148,범일역,40,14분,2020/06/10 17:04:39
03149,자유시장,40,,2020/06/10 17:04:41
03144,시민회관,40,2분,2020/06/10 17:04:42
07051,문현교차로,40,5분,2020/06/10 17:04:44
07052,지게골역,40,6분,2020/06/10 17:04:46
07231,대연고개,40,7분,2020/06/10 17:04:47
07164,남구청(못골역),40,8분,2020/06/10 17:04:49
07061,못골시장,40,8분,2020/06/10 17:04:50
07015,대연동제일은행,40,1분,2020/06/10 17:04:52
07014,경성대학교,40,2분,2020/06/10 17:04:53
07007,경성대 부경대역,40,4분,2020/06/10 17:04:55
14083,남천역,40,6분,2020/06/10 17:04:56
14082,금련산청소년수련원,40,7분,2020/06/10 17:04:58
14072,광안2동우편취급국,40,10분,2020/06/10 17:04:59
14070,수영중학교,40,10분,2020/06/10 17:05:01
14061,광안역,40,11분,2020/06/10 17:05:03
14053,수영역,40,1분,2020/06/10 17:05:04
14094,수영교차로(수영역),40,3분,2020/06/10 17:05:06
14031,수영현대아파트(민락역),40,5분,2020/06/10 17:05:07
09137,신세계센텀시티,40,7분,2020/06/10 17:05:09
09136,센텀시티역 벡스코,40,1분,2020/06/10 17:05:10
09718,올림픽교차로 환승센터,40,6분,2020/06/10 17:05:12
09720,올림픽교차로,40,8분,2020/06/10 17:05:13
09722,부산문화여고,40,8분,2020/06/10 17:05:15
09724,동백역,40,9분,2020/06/10 17:05:17
09728,운촌,40,10분,2020/06/10 17:05:18
09101,신동아아파트,40,1분,2020/06/10 17:05:20
09098,우1치안센터,40,2분,2020/06/10 17:05:21
09095,해운대관광고등학교,40,2분,2020/06/10 17:05:23
09092,우일시장,40,4분,2020/06/10 17:05:24
09253,해운대구청어귀삼거리,40,6분,2020/06/10 17:05:26
09091,건널목삼거리,40,7분,2020/06/10 17:05:27
09078,해운대고교,40,8분,2020/06/10 17:05:29
09067,부대앞,40,10분,2020/06/10 17:05:30
09069,양운초등학교,40,10분,2020/06/10 17:05:32
09064,대림3차아파트,40,11분,2020/06/10 17:05:33
09055,대림1차아파트,40,12분,2020/06/10 17:05:34
09052,대동상가,40,13분,2020/06/10 17:05:36
09048,동부아파트,40,,2020/06/10 17:05:38
09045,동신아파트,40,,2020/06/10 17:05:39
09043,부흥고 해운대백병원,40,1분,2020/06/10 17:05:41
09258,대우2차아파트,40,3분,2020/06/10 17:05:42
09011,송정1단지주공,40,,2020/06/10 17:05:44
09049,송정해수욕장입구,40,1분,2020/06/10 17:05:45
09007,동해선 송정역,40,2분,2020/06/10 17:05:47
09727,운촌,40,4분,2020/06/10 17:05:49
09723,동백역,40,1분,2020/06/10 17:05:50
09721,부산문화여고,40,2분,2020/06/10 17:05:52
09719,올림픽교차로,40,3분,2020/06/10 17:05:53
09717,벡스코 시립미술관,40,4분,2020/06/10 17:05:55
09259,센텀시티역 벡스코,40,5분,2020/06/10 17:05:57
09138,신세계센텀시티,40,6분,2020/06/10 17:05:58
14030,수영현대아파트(민락역),40,10분,2020/06/10 17:06:00
14046,수영교차로(수영역),40,1분,2020/06/10 17:06:02
14056,수영구보건소,40,3분,2020/06/10 17:06:03
14059,광안역,40,5분,2020/06/10 17:06:05
14071,수영중학교,40,6분,2020/06/10 17:06:06
14074,금련산역,40,,2020/06/10 17:06:08
14080,금련산청소년수련원,40,1분,2020/06/10 17:06:10
14087,대남교차로(남천역),40,4분,2020/06/10 17:06:11
07006,경성대 부경대역,40,5분,2020/06/10 17:06:13
07013,경성대학교,40,6분,2020/06/10 17:06:15
07016,대연동제일은행,40,7분,2020/06/10 17:06:16
07063,못골시장,40,1분,2020/06/10 17:06:18
07165,남구청(못골역),40,3분,2020/06/10 17:06:20
07058,대연고개,40,3분,2020/06/10 17:06:21
07053,지게골역,40,4분,2020/06/10 17:06:23
07047,문현교차로,40,6분,2020/06/10 17:06:24
03143,자성대,40,8분,2020/06/10 17:06:26
03134,부산진시장,40,10분,2020/06/10 17:06:28
03108,부산진역,40,13분,2020/06/10 17:06:29
03097,YMCA,40,,2020/06/10 17:06:31
03089,초량역,40,1분,2020/06/10 17:06:32
03058,부산역,40,3분,2020/06/10 17:06:34
01033,영주동,40,5분,2020/06/10 17:06:35
01042,중앙동(중앙역),40,6분,2020/06/10 17:06:37
01047,제일은행앞,40,7분,2020/06/10 17:06:39
01097,국제시장,40,9분,2020/06/10 17:06:40
01112,보수동책방골목,40,10분,2020/06/10 17:06:42
01090,보수사거리,40,11분,2020/06/10 17:06:43
02061,영락교회,40,12분,2020/06/10 17:06:45
02058,동아대부민캠퍼스,40,,2020/06/10 17:06:46
02053,서부교회,40,1분,2020/06/10 17:06:48
02062,영락교회,40,3분,2020/06/10 17:06:49
01091,보수사거리,40,5분,2020/06/10 17:06:51
01111,보수동책방골목,40,6분,2020/06/10 17:06:52
01093,국제시장,40,6분,2020/06/10 17:06:54
01096,국제시장.부산근대역사관,40,7분,2020/06/10 17:06:55
01041,중앙동(중앙역),40,10분,2020/06/10 17:06:57
01032,영주동,40,11분,2020/06/10 17:06:58
03063,부산역,40,2분,2020/06/10 17:07:00
03092,초량역,40,5분,2020/06/10 17:07:02
03096,YMCA,40,6분,2020/06/10 17:07:03
03122,부산진역,40,8분,2020/06/10 17:07:05
03132,부산진시장,40,11분,2020/06/10 17:07:06
03148,범일역,40,12분,2020/06/10 17:07:08
03149,자유시장,40,13분,2020/06/10 17:07:09
03144,시민회관,40,,2020/06/10 17:07:11
07051,문현교차로,40,3분,2020/06/10 17:07:13
07052,지게골역,40,4분,2020/06/10 17:07:14
07231,대연고개,40,5분,2020/06/10 17:07:16
07164,남구청(못골역),40,6분,2020/06/10 17:07:17
07061,못골시장,40,7분,2020/06/10 17:07:19
07015,대연동제일은행,40,9분,2020/06/10 17:07:20
07014,경성대학교,40,1분,2020/06/10 17:07:22
07007,경성대 부경대역,40,2분,2020/06/10 17:07:23
14083,남천역,40,4분,2020/06/10 17:07:25
14082,금련산청소년수련원,40,6분,2020/06/10 17:07:27
14072,광안2동우편취급국,40,8분,2020/06/10 17:07:28
14070,수영중학교,40,9분,2020/06/10 17:07:30
