0,1,2,3,4,5,6
BusStop_No,Bus_No,Predict_Arrive,Date,hour,min,sec
15143,138-1,14분,2020-06-03,17,11,02
15072,138-1,8분,2020-06-03,17,11,04
15255,138-1,9분,2020-06-03,17,11,05
15082,138-1,10분,2020-06-03,17,11,07
15097,138-1,12분,2020-06-03,17,11,09
15284,138-1,13분,2020-06-03,17,11,11
15118,138-1,2분,2020-06-03,17,11,14
15115,138-1,4분,2020-06-03,17,11,16
15113,138-1,5분,2020-06-03,17,11,18
5112,138-1,6분,2020-06-03,17,11,19
5146,138-1,7분,2020-06-03,17,11,21
5147,138-1,8분,2020-06-03,17,11,23
5148,138-1,9분,2020-06-03,17,11,25
5149,138-1,10분,2020-06-03,17,11,26
5150,138-1,10분,2020-06-03,17,11,28
5152,138-1,12분,2020-06-03,17,11,30
5158,138-1,2분,2020-06-03,17,11,33
5193,138-1,4분,2020-06-03,17,11,35
5321,138-1,7분,2020-06-03,17,11,36
5277,138-1,9분,2020-06-03,17,11,38
5253,138-1,10분,2020-06-03,17,11,40
5257,138-1,11분,2020-06-03,17,11,41
5259,138-1,1분,2020-06-03,17,11,43
7034,138-1,3분,2020-06-03,17,11,45
7168,138-1,4분,2020-06-03,17,11,46
7035,138-1,5분,2020-06-03,17,11,48
7067,138-1,8분,2020-06-03,17,11,50
7043,138-1,8분,2020-06-03,17,11,51
5356,138-1,10분,2020-06-03,17,11,53
5357,138-1,12분,2020-06-03,17,11,55
5358,138-1,14분,2020-06-03,17,11,56
5190,138-1,5분,2020-06-03,17,11,58
5192,138-1,7분,2020-06-03,17,11,59
5340,138-1,9분,2020-06-03,17,12,01
5155,138-1,10분,2020-06-03,17,12,02
5153,138-1,12분,2020-06-03,17,12,04
5292,138-1,13분,2020-06-03,17,12,06
5101,138-1,14분,2020-06-03,17,12,07
5102,138-1,15분,2020-06-03,17,12,09
5103,138-1,17분,2020-06-03,17,12,11
5104,138-1,17분,2020-06-03,17,12,12
5108,138-1,18분,2020-06-03,17,12,14
5110,138-1,20분,2020-06-03,17,12,16
15111,138-1,20분,2020-06-03,17,12,17
15117,138-1,22분,2020-06-03,17,12,19
15121,138-1,24분,2020-06-03,17,12,21
15283,138-1,24분,2020-06-03,17,12,23
15098,138-1,25분,2020-06-03,17,12,24
15081,138-1,1분,2020-06-03,17,12,26
15254,138-1,1분,2020-06-03,17,12,28
