,num,name
0,13-179,연제공용버스차고지
1,05-061,시민도서관
2,05-295,초읍삼거리
3,05-353,어린이대공원
4,05-042,어린이대공원입구
5,05-044,삼광사입구
6,05-046,성곡시장입구
7,05-047,성곡시장
8,05-051,LG사이언스홀
9,05-163,부암교차로
10,05-165,부산진구청
11,05-188,부전시장입구
12,05-711,서면역.서면지하상가
13,05-713,서면한전
14,05-229,범내골역
15,05-217,중앙시장
16,03-139,범일역
17,03-134,부산진시장
18,03-107,봉생병원
19,03-108,부산진역
20,03-100,고관입구
21,03-081,초량역
22,03-058,부산역
23,01-031,영주동
24,01-042,중앙동(중앙역)
25,01-047,제일은행앞
26,01-098,국제시장
27,01-112,보수동책방골목
28,01-090,보수사거리
29,02-061,영락교회
30,02-058,동아대부민캠퍼스
31,02-053,서부교회
32,02-044,구덕운동장
33,02-149,경성전자고등학교
34,02-004,서부교육청
35,02-160,서대신금호아파트(종점)
36,02-005,서부교육청
37,02-150,경성전자고등학교
38,02-169,대신중학교
39,02-007,구덕운동장
40,02-033,부경고교
41,02-040,서대신역.서부경찰서
42,02-051,서대시장(동대신역)
43,02-056,동아대부민캠퍼스
44,02-062,영락교회
45,01-091,보수사거리
46,01-111,보수동책방골목
47,01-096,국제시장.부산근대역사관
48,01-048,백산기념관.영화체험박물관
49,01-041,중앙동(중앙역)
50,01-032,영주동
51,03-060,부산역
52,03-091,초량역
53,03-095,YMCA
54,03-121,부산진역
55,03-131,부산진시장
56,03-140,범일역.범일동부산은행
57,05-218,중앙시장
58,05-227,범내골역
59,05-712,서면한전
60,05-710,서면역.서면지하상가
61,05-186,부전시장입구
62,05-166,부산진구청
63,05-164,부암교차로
64,05-050,부산시설공단
65,05-048,성곡시장
66,05-045,삼광사입구
67,05-043,어린이대공원입구
68,05-354,어린이대공원
69,05-296,초읍삼거리
70,05-070,시민도서관
71,13-134,초읍고개
72,,연제공용버스차고지
