0,1,2
Bus_No,Bus_Location,Date
138-1,구평e편한세상입구,2020/06/09_17:00:40
138-1,사하경찰서,2020/06/09_17:00:40
138-1,샤니케익,2020/06/09_17:00:40
138-1,한신아파트 1차,2020/06/09_17:00:40
138-1,경남정보대(냉정역),2020/06/09_17:00:40
138-1,롯데호텔백화점(서면역),2020/06/09_17:00:40
138-1,성동초등학교후문,2020/06/09_17:00:40
138-1,한신문화타운,2020/06/09_17:00:40
138-1,부경대용당캠퍼스,2020/06/09_17:00:40
138-1,경남공고(전포역),2020/06/09_17:00:40
138-1,개금주공아파트,2020/06/09_17:00:40
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:00:40
138-1,"가락타운2,3단지",2020/06/09_17:00:40
138-1,대동중고등학교,2020/06/09_17:00:40
138-1,구평e편한세상입구,2020/06/09_17:01:00
138-1,사하경찰서,2020/06/09_17:01:00
138-1,샤니케익,2020/06/09_17:01:00
138-1,사상초등학교,2020/06/09_17:01:00
138-1,냉정고개,2020/06/09_17:01:00
138-1,롯데호텔백화점(서면역),2020/06/09_17:01:00
138-1,성동초등학교후문,2020/06/09_17:01:00
138-1,한신문화타운,2020/06/09_17:01:00
138-1,부경대용당캠퍼스,2020/06/09_17:01:00
138-1,경남공고(전포역),2020/06/09_17:01:00
138-1,개금주공아파트,2020/06/09_17:01:00
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:01:00
138-1,"가락타운2,3단지",2020/06/09_17:01:00
138-1,대동중고등학교,2020/06/09_17:01:00
138-1,기점,2020/06/09_17:01:19
138-1,구평e편한세상입구,2020/06/09_17:01:19
138-1,신평시장,2020/06/09_17:01:19
138-1,감전동,2020/06/09_17:01:19
138-1,사상초등학교,2020/06/09_17:01:19
138-1,냉정고개,2020/06/09_17:01:19
138-1,롯데호텔백화점(서면역),2020/06/09_17:01:19
138-1,성동초등학교후문,2020/06/09_17:01:19
138-1,유엔공원.부산문화회관,2020/06/09_17:01:19
138-1,용당동,2020/06/09_17:01:19
138-1,경남공고(전포역),2020/06/09_17:01:19
138-1,개금주공아파트,2020/06/09_17:01:19
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:01:19
138-1,"가락타운2,3단지",2020/06/09_17:01:19
138-1,대동중고등학교,2020/06/09_17:01:19
138-1,기점,2020/06/09_17:01:39
138-1,구평e편한세상입구,2020/06/09_17:01:39
138-1,신평시장,2020/06/09_17:01:39
138-1,감전동,2020/06/09_17:01:39
138-1,서부시외버스터미널(사상역),2020/06/09_17:01:39
138-1,냉정고개,2020/06/09_17:01:39
138-1,롯데호텔백화점(서면역),2020/06/09_17:01:39
138-1,성동초등학교후문,2020/06/09_17:01:39
138-1,유엔공원.부산문화회관,2020/06/09_17:01:39
138-1,용당동,2020/06/09_17:01:39
138-1,경남공고(전포역),2020/06/09_17:01:39
138-1,개금주공아파트,2020/06/09_17:01:39
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:01:39
138-1,하남초등학교,2020/06/09_17:01:39
138-1,대동중고등학교,2020/06/09_17:01:39
138-1,기점,2020/06/09_17:01:58
138-1,구평e편한세상입구,2020/06/09_17:01:58
138-1,신평시장,2020/06/09_17:01:58
138-1,감전동,2020/06/09_17:01:58
138-1,서부시외버스터미널(사상역),2020/06/09_17:01:58
138-1,냉정고개,2020/06/09_17:01:58
138-1,롯데호텔백화점(서면역),2020/06/09_17:01:58
138-1,성동초등학교후문,2020/06/09_17:01:58
138-1,신선대CNG충전소,2020/06/09_17:01:58
138-1,석포여중,2020/06/09_17:01:58
138-1,경남공고(전포역),2020/06/09_17:01:58
138-1,개포초등학교,2020/06/09_17:01:58
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:01:58
138-1,하남초등학교,2020/06/09_17:01:58
138-1,대동중고등학교,2020/06/09_17:01:58
138-1,기점,2020/06/09_17:02:18
138-1,구평e편한세상입구,2020/06/09_17:02:18
138-1,동매역,2020/06/09_17:02:18
138-1,감전동,2020/06/09_17:02:18
138-1,서부시외버스터미널(사상역),2020/06/09_17:02:18
138-1,냉정고개,2020/06/09_17:02:18
138-1,롯데호텔백화점(서면역),2020/06/09_17:02:18
138-1,7부두,2020/06/09_17:02:18
138-1,신선대CNG충전소,2020/06/09_17:02:18
138-1,석포여중,2020/06/09_17:02:18
138-1,전포사거리,2020/06/09_17:02:18
138-1,개포초등학교,2020/06/09_17:02:18
138-1,괘법르네시떼역.르네시떼,2020/06/09_17:02:18
138-1,하남초등학교,2020/06/09_17:02:18
138-1,대동중고등학교,2020/06/09_17:02:18
138-1,기점,2020/06/09_17:02:37
138-1,구평e편한세상입구,2020/06/09_17:02:37
138-1,동매역,2020/06/09_17:02:37
138-1,감전동,2020/06/09_17:02:37
138-1,서부시외버스터미널(사상역),2020/06/09_17:02:37
138-1,냉정고개,2020/06/09_17:02:37
138-1,롯데호텔백화점(서면역),2020/06/09_17:02:37
138-1,7부두,2020/06/09_17:02:37
138-1,신선대CNG충전소,2020/06/09_17:02:37
138-1,석포여중,2020/06/09_17:02:37
138-1,전포사거리,2020/06/09_17:02:37
138-1,개포초등학교,2020/06/09_17:02:37
