0,1,2
Bus_No,Bus_Location,Date
138-1,샤니케익,2020/06/07_07:00:35
138-1,냉정고개,2020/06/07_07:00:35
138-1,문전교차로,2020/06/07_07:00:35
138-1,신선대CNG충전소,2020/06/07_07:00:35
138-1,유엔공원.부산문화회관,2020/06/07_07:00:35
138-1,롯데호텔백화점(서면역),2020/06/07_07:00:35
138-1,삼대한의원,2020/06/07_07:00:35
138-1,엄궁정비,2020/06/07_07:00:35
138-1,감전동,2020/06/07_07:00:54
138-1,냉정고개,2020/06/07_07:00:54
138-1,문전교차로,2020/06/07_07:00:54
138-1,신선대CNG충전소,2020/06/07_07:00:54
138-1,유엔공원.부산문화회관,2020/06/07_07:00:54
138-1,롯데호텔백화점(서면역),2020/06/07_07:00:54
138-1,삼대한의원,2020/06/07_07:00:54
138-1,중고차매매시장,2020/06/07_07:00:54
138-1,감전동,2020/06/07_07:01:14
138-1,냉정고개,2020/06/07_07:01:14
138-1,문전교차로,2020/06/07_07:01:14
138-1,신선대CNG충전소,2020/06/07_07:01:14
138-1,유엔공원.부산문화회관,2020/06/07_07:01:14
138-1,롯데호텔백화점(서면역),2020/06/07_07:01:14
138-1,삼대한의원,2020/06/07_07:01:14
138-1,중고차매매시장,2020/06/07_07:01:14
138-1,감전동,2020/06/07_07:01:33
138-1,개금역.개금초등학교,2020/06/07_07:01:33
138-1,문전교차로,2020/06/07_07:01:33
138-1,신선대CNG충전소,2020/06/07_07:01:33
138-1,시립박물관.부산문화회관,2020/06/07_07:01:33
138-1,부암역.당감입구,2020/06/07_07:01:33
138-1,삼대한의원,2020/06/07_07:01:33
138-1,중고차매매시장,2020/06/07_07:01:33
138-1,감전동,2020/06/07_07:01:52
138-1,개금역.개금초등학교,2020/06/07_07:01:52
138-1,국제금융센터(부산은행역),2020/06/07_07:01:52
138-1,신선대CNG충전소,2020/06/07_07:01:52
138-1,시립박물관.부산문화회관,2020/06/07_07:01:52
138-1,부암역.당감입구,2020/06/07_07:01:52
138-1,삼대한의원,2020/06/07_07:01:52
138-1,엄궁삼거리,2020/06/07_07:01:52
138-1,감전동,2020/06/07_07:02:12
138-1,개금3동주민센터,2020/06/07_07:02:12
138-1,국제금융센터(부산은행역),2020/06/07_07:02:12
138-1,신선대CNG충전소,2020/06/07_07:02:12
138-1,시립박물관.부산문화회관,2020/06/07_07:02:12
138-1,부암역.당감입구,2020/06/07_07:02:12
138-1,삼대한의원,2020/06/07_07:02:12
138-1,엄궁삼거리,2020/06/07_07:02:12
138-1,부산전문장례식장,2020/06/07_07:02:31
138-1,한국신발관,2020/06/07_07:02:31
138-1,국제금융센터(부산은행역),2020/06/07_07:02:31
138-1,신선대CNG충전소,2020/06/07_07:02:31
138-1,시립박물관.부산문화회관,2020/06/07_07:02:31
138-1,부암역.당감입구,2020/06/07_07:02:31
138-1,사상우체국,2020/06/07_07:02:31
138-1,엄궁동주민센터,2020/06/07_07:02:31
138-1,감전동수문앞,2020/06/07_07:02:51
138-1,한국신발관,2020/06/07_07:02:51
138-1,국제금융센터(부산은행역),2020/06/07_07:02:51
138-1,신선대CNG충전소,2020/06/07_07:02:51
138-1,시립박물관.부산문화회관,2020/06/07_07:02:51
138-1,부암역.당감입구,2020/06/07_07:02:51
138-1,사상우체국,2020/06/07_07:02:51
138-1,엄궁동주민센터,2020/06/07_07:02:51
138-1,감전동수문앞,2020/06/07_07:03:10
138-1,개포초등학교,2020/06/07_07:03:10
138-1,국제금융센터(부산은행역),2020/06/07_07:03:10
138-1,신선대CNG충전소,2020/06/07_07:03:10
138-1,시립박물관.부산문화회관,2020/06/07_07:03:10
138-1,부암역.당감입구,2020/06/07_07:03:10
138-1,사상우체국,2020/06/07_07:03:10
138-1,엄궁동주민센터,2020/06/07_07:03:10
138-1,산업용품상가,2020/06/07_07:03:29
138-1,개포초등학교,2020/06/07_07:03:29
138-1,당감입구교차로,2020/06/07_07:03:29
138-1,신선대CNG충전소,2020/06/07_07:03:29
138-1,시립박물관.부산문화회관,2020/06/07_07:03:29
138-1,부암역.당감입구,2020/06/07_07:03:29
138-1,사상우체국,2020/06/07_07:03:29
138-1,엄궁동주민센터,2020/06/07_07:03:29
138-1,산업용품상가,2020/06/07_07:03:49
138-1,개금주공아파트,2020/06/07_07:03:49
138-1,성동초등학교후문,2020/06/07_07:03:49
138-1,신선대CNG충전소,2020/06/07_07:03:49
